t,x
4.8292562271,-0.4519279342
4.8301987049,-0.4528010111
4.8311411827,-0.4536749701
4.8320836605,-0.4545498110
4.8330261383,-0.4554255340
4.8339686161,-0.4563021387
4.8349110939,-0.4571796251
4.8358535717,-0.4580579931
4.8367960495,-0.4589372426
4.8377385273,-0.4598173736
4.8386810051,-0.4606983858
4.8396234829,-0.4615802792
4.8405659607,-0.4624630537
4.8415084384,-0.4633467092
4.8424509162,-0.4642312455
4.8433933940,-0.4651166626
4.8443358718,-0.4660029604
4.8452783496,-0.4668901387
4.8462208274,-0.4677781974
4.8471633052,-0.4686671365
4.8481057830,-0.4695569557
4.8490482608,-0.4704476551
4.8499907386,-0.4713392344
4.8509332164,-0.4722316936
4.8518756942,-0.4731250326
4.8528181720,-0.4740192512
4.8537606498,-0.4749143493
4.8547031276,-0.4758103269
4.8556456054,-0.4767071837
4.8565880832,-0.4776049196
4.8575305610,-0.4785035347
4.8584730388,-0.4794030286
4.8594155166,-0.4803034014
4.8603579944,-0.4812046528
4.8613004722,-0.4821067828
4.8622429500,-0.4830097912
4.8631854278,-0.4839136779
4.8641279056,-0.4848184428
4.8650703833,-0.4857240858
4.8660128611,-0.4866306067
4.8669553389,-0.4875380054
4.8678978167,-0.4884462818
4.8688402945,-0.4893554357
4.8697827723,-0.4902654671
4.8707252501,-0.4911763757
4.8716677279,-0.4920881615
4.8726102057,-0.4930008243
4.8735526835,-0.4939143640
4.8744951613,-0.4948287804
4.8754376391,-0.4957440735
4.8763801169,-0.4966602430
4.8773225947,-0.4975772889
4.8782650725,-0.4984952110
4.8792075503,-0.4994140092
4.8801500281,-0.5003336833
4.8810925059,-0.5012542332
4.8820349837,-0.5021756588
4.8829774615,-0.5030979598
4.8839199393,-0.5040211363
4.8848624171,-0.5049451880
4.8858048949,-0.5058701147
4.8867473727,-0.5067959164
4.8876898505,-0.5077225929
4.8886323283,-0.5086501440
4.8895748060,-0.5095785697
4.8905172838,-0.5105078697
4.8914597616,-0.5114380439
4.8924022394,-0.5123690922
4.8933447172,-0.5133010144
4.8942871950,-0.5142338103
4.8952296728,-0.5151674799
4.8961721506,-0.5161020229
4.8971146284,-0.5170374392
4.8980571062,-0.5179737287
4.8989995840,-0.5189108912
4.8999420618,-0.5198489265
4.9008845396,-0.5207878345
4.9018270174,-0.5217276150
4.9027694952,-0.5226682679
4.9037119730,-0.5236097930
4.9046544508,-0.5245521902
4.9055969286,-0.5254954593
4.9065394064,-0.5264396001
4.9074818842,-0.5273846125
4.9084243620,-0.5283304963
4.9093668398,-0.5292772513
4.9103093176,-0.5302248775
4.9112517954,-0.5311733745
4.9121942732,-0.5321227424
4.9131367509,-0.5330729808
4.9140792287,-0.5340240896
4.9150217065,-0.5349760687
4.9159641843,-0.5359289179
4.9169066621,-0.5368826370
4.9178491399,-0.5378372259
4.9187916177,-0.5387926843
4.9197340955,-0.5397490122
4.9206765733,-0.5407062093
4.9216190511,-0.5416642754
4.9225615289,-0.5426232105
4.9235040067,-0.5435830143
4.9244464845,-0.5445436866
4.9253889623,-0.5455052273
4.9263314401,-0.5464676361
4.9272739179,-0.5474309130
4.9282163957,-0.5483950577
4.9291588735,-0.5493600701
4.9301013513,-0.5503259500
4.9310438291,-0.5512926971
4.9319863069,-0.5522603114
4.9329287847,-0.5532287926
4.9338712625,-0.5541981405
4.9348137403,-0.5551683550
4.9357562181,-0.5561394359
4.9366986959,-0.5571113830
4.9376411736,-0.5580841961
4.9385836514,-0.5590578751
4.9395261292,-0.5600324196
4.9404686070,-0.5610078296
4.9414110848,-0.5619841049
4.9423535626,-0.5629612453
4.9432960404,-0.5639392505
4.9442385182,-0.5649181204
4.9451809960,-0.5658978548
4.9461234738,-0.5668784536
4.9470659516,-0.5678599164
4.9480084294,-0.5688422431
4.9489509072,-0.5698254336
4.9498933850,-0.5708094876
4.9508358628,-0.5717944049
4.9517783406,-0.5727801854
4.9527208184,-0.5737668288
4.9536632962,-0.5747543349
4.9546057740,-0.5757427035
4.9555482518,-0.5767319345
4.9564907296,-0.5777220277
4.9574332074,-0.5787129827
4.9583756852,-0.5797047995
4.9593181630,-0.5806974778
4.9602606408,-0.5816910175
4.9612031185,-0.5826854182
4.9621455963,-0.5836806799
4.9630880741,-0.5846768022
4.9640305519,-0.5856737851
4.9649730297,-0.5866716282
4.9659155075,-0.5876703315
4.9668579853,-0.5886698946
4.9678004631,-0.5896703173
4.9687429409,-0.5906715995
4.9696854187,-0.5916737410
4.9706278965,-0.5926767415
4.9715703743,-0.5936806007
4.9725128521,-0.5946853186
4.9734553299,-0.5956908949
4.9743978077,-0.5966973293
4.9753402855,-0.5977046217
4.9762827633,-0.5987127718
4.9772252411,-0.5997217794
4.9781677189,-0.6007316443
4.9791101967,-0.6017423663
4.9800526745,-0.6027539451
4.9809951523,-0.6037663806
4.9819376301,-0.6047796725
4.9828801079,-0.6057938206
4.9838225857,-0.6068088246
4.9847650635,-0.6078246844
4.9857075412,-0.6088413997
4.9866500190,-0.6098589703
4.9875924968,-0.6108773960
4.9885349746,-0.6118966765
4.9894774524,-0.6129168116
4.9904199302,-0.6139378011
4.9913624080,-0.6149596448
4.9923048858,-0.6159823424
4.9932473636,-0.6170058936
4.9941898414,-0.6180302984
4.9951323192,-0.6190555563
4.9960747970,-0.6200816673
4.9970172748,-0.6211086310
4.9979597526,-0.6221364472
4.9989022304,-0.6231651158
4.9998447082,-0.6241946364
5.0007871860,-0.6252250088
5.0017296638,-0.6262562327
5.0026721416,-0.6272883081
5.0036146194,-0.6283212345
5.0045570972,-0.6293550118
5.0054995750,-0.6303896397
5.0064420528,-0.6314251180
5.0073845306,-0.6324614464
5.0083270084,-0.6334986247
5.0092694861,-0.6345366527
5.0102119639,-0.6355755301
5.0111544417,-0.6366152566
5.0120969195,-0.6376558320
5.0130393973,-0.6386972562
5.0139818751,-0.6397395287
5.0149243529,-0.6407826494
5.0158668307,-0.6418266180
5.0168093085,-0.6428714344
5.0177517863,-0.6439170981
5.0186942641,-0.6449636090
5.0196367419,-0.6460109668
5.0205792197,-0.6470591713
5.0215216975,-0.6481082222
5.0224641753,-0.6491581193
5.0234066531,-0.6502088622
5.0243491309,-0.6512604508
5.0252916087,-0.6523128848
5.0262340865,-0.6533661640
5.0271765643,-0.6544202880
5.0281190421,-0.6554752566
5.0290615199,-0.6565310696
5.0300039977,-0.6575877267
5.0309464755,-0.6586452276
5.0318889533,-0.6597035721
5.0328314311,-0.6607627599
5.0337739088,-0.6618227908
5.0347163866,-0.6628836644
5.0356588644,-0.6639453806
5.0366013422,-0.6650079390
5.0375438200,-0.6660713394
5.0384862978,-0.6671355815
5.0394287756,-0.6682006651
5.0403712534,-0.6692665898
5.0413137312,-0.6703333555
5.0422562090,-0.6714009618
5.0431986868,-0.6724694085
5.0441411646,-0.6735386953
5.0450836424,-0.6746088219
5.0460261202,-0.6756797881
5.0469685980,-0.6767515936
5.0479110758,-0.6778242380
5.0488535536,-0.6788977213
5.0497960314,-0.6799720429
5.0507385092,-0.6810472028
5.0516809870,-0.6821232005
5.0526234648,-0.6832000359
5.0535659426,-0.6842777086
5.0545084204,-0.6853562184
5.0554508982,-0.6864355649
5.0563933760,-0.6875157480
5.0573358537,-0.6885967673
5.0582783315,-0.6896786226
5.0592208093,-0.6907613134
5.0601632871,-0.6918448397
5.0611057649,-0.6929292011
5.0620482427,-0.6940143972
5.0629907205,-0.6951004279
5.0639331983,-0.6961872928
5.0648756761,-0.6972749916
5.0658181539,-0.6983635241
5.0667606317,-0.6994528900
5.0677031095,-0.7005430889
5.0686455873,-0.7016341206
5.0695880651,-0.7027259848
5.0705305429,-0.7038186812
5.0714730207,-0.7049122095
5.0724154985,-0.7060065694
5.0733579763,-0.7071017606
5.0743004541,-0.7081977828
5.0752429319,-0.7092946358
5.0761854097,-0.7103923192
5.0771278875,-0.7114908327
5.0780703653,-0.7125901760
5.0790128431,-0.7136903489
5.0799553209,-0.7147913510
5.0808977987,-0.7158931821
5.0818402764,-0.7169958418
5.0827827542,-0.7180993298
5.0837252320,-0.7192036458
5.0846677098,-0.7203087896
5.0856101876,-0.7214147608
5.0865526654,-0.7225215591
5.0874951432,-0.7236291842
5.0884376210,-0.7247376358
5.0893800988,-0.7258469136
5.0903225766,-0.7269570172
5.0912650544,-0.7280679465
5.0922075322,-0.7291797010
5.0931500100,-0.7302922805
5.0940924878,-0.7314056847
5.0950349656,-0.7325199132
5.0959774434,-0.7336349657
5.0969199212,-0.7347508419
5.0978623990,-0.7358675415
5.0988048768,-0.7369850642
5.0997473546,-0.7381034097
5.1006898324,-0.7392225776
5.1016323102,-0.7403425677
5.1025747880,-0.7414633795
5.1035172658,-0.7425850129
5.1044597436,-0.7437074675
5.1054022213,-0.7448307429
5.1063446991,-0.7459548389
5.1072871769,-0.7470797550
5.1082296547,-0.7482054911
5.1091721325,-0.7493320468
5.1101146103,-0.7504594217
5.1110570881,-0.7515876156
5.1119995659,-0.7527166280
5.1129420437,-0.7538464588
5.1138845215,-0.7549771074
5.1148269993,-0.7561085738
5.1157694771,-0.7572408574
5.1167119549,-0.7583739580
5.1176544327,-0.7595078752
5.1185969105,-0.7606426087
5.1195393883,-0.7617781583
5.1204818661,-0.7629145235
5.1214243439,-0.7640517040
5.1223668217,-0.7651896994
5.1233092995,-0.7663285096
5.1242517773,-0.7674681340
5.1251942551,-0.7686085725
5.1261367329,-0.7697498246
5.1270792107,-0.7708918900
5.1280216885,-0.7720347684
5.1289641663,-0.7731784594
5.1299066440,-0.7743229627
5.1308491218,-0.7754682780
5.1317915996,-0.7766144049
5.1327340774,-0.7777613431
5.1336765552,-0.7789090922
5.1346190330,-0.7800576519
5.1355615108,-0.7812070219
5.1365039886,-0.7823572018
5.1374464664,-0.7835081912
5.1383889442,-0.7846599899
5.1393314220,-0.7858125974
5.1402738998,-0.7869660135
5.1412163776,-0.7881202378
5.1421588554,-0.7892752699
5.1431013332,-0.7904311095
5.1440438110,-0.7915877562
5.1449862888,-0.7927452097
5.1459287666,-0.7939034697
5.1468712444,-0.7950625357
5.1478137222,-0.7962224075
5.1487562000,-0.7973830846
5.1496986778,-0.7985445668
5.1506411556,-0.7997068537
5.1515836334,-0.8008699448
5.1525261112,-0.8020338400
5.1534685889,-0.8031985387
5.1544110667,-0.8043640407
5.1553535445,-0.8055303456
5.1562960223,-0.8066974530
5.1572385001,-0.8078653626
5.1581809779,-0.8090340740
5.1591234557,-0.8102035869
5.1600659335,-0.8113739008
5.1610084113,-0.8125450155
5.1619508891,-0.8137169305
5.1628933669,-0.8148896456
5.1638358447,-0.8160631603
5.1647783225,-0.8172374743
5.1657208003,-0.8184125871
5.1666632781,-0.8195884986
5.1676057559,-0.8207652082
5.1685482337,-0.8219427156
5.1694907115,-0.8231210204
5.1704331893,-0.8243001224
5.1713756671,-0.8254800210
5.1723181449,-0.8266607159
5.1732606227,-0.8278422068
5.1742031005,-0.8290244933
5.1751455783,-0.8302075750
5.1760880561,-0.8313914516
5.1770305339,-0.8325761226
5.1779730116,-0.8337615877
5.1789154894,-0.8349478466
5.1798579672,-0.8361348987
5.1808004450,-0.8373227439
5.1817429228,-0.8385113816
5.1826854006,-0.8397008115
5.1836278784,-0.8408910333
5.1845703562,-0.8420820465
5.1855128340,-0.8432738508
5.1864553118,-0.8444664458
5.1873977896,-0.8456598310
5.1883402674,-0.8468540062
5.1892827452,-0.8480489710
5.1902252230,-0.8492447249
5.1911677008,-0.8504412675
5.1921101786,-0.8516385986
5.1930526564,-0.8528367176
5.1939951342,-0.8540356243
5.1949376120,-0.8552353182
5.1958800898,-0.8564357989
5.1968225676,-0.8576370661
5.1977650454,-0.8588391193
5.1987075232,-0.8600419582
5.1996500010,-0.8612455824
5.2005924788,-0.8624499915
5.2015349565,-0.8636551851
5.2024774343,-0.8648611627
5.2034199121,-0.8660679241
5.2043623899,-0.8672754688
5.2053048677,-0.8684837964
5.2062473455,-0.8696929065
5.2071898233,-0.8709027988
5.2081323011,-0.8721134728
5.2090747789,-0.8733249281
5.2100172567,-0.8745371644
5.2109597345,-0.8757501811
5.2119022123,-0.8769639781
5.2128446901,-0.8781785547
5.2137871679,-0.8793939107
5.2147296457,-0.8806100456
5.2156721235,-0.8818269590
5.2166146013,-0.8830446506
5.2175570791,-0.8842631199
5.2184995569,-0.8854823665
5.2194420347,-0.8867023900
5.2203845125,-0.8879231900
5.2213269903,-0.8891447661
5.2222694681,-0.8903671179
5.2232119459,-0.8915902449
5.2241544237,-0.8928141469
5.2250969015,-0.8940388233
5.2260393792,-0.8952642737
5.2269818570,-0.8964904978
5.2279243348,-0.8977174951
5.2288668126,-0.8989452652
5.2298092904,-0.9001738078
5.2307517682,-0.9014031223
5.2316942460,-0.9026332084
5.2326367238,-0.9038640657
5.2335792016,-0.9050956937
5.2345216794,-0.9063280920
5.2354641572,-0.9075612602
5.2364066350,-0.9087951980
5.2373491128,-0.9100299048
5.2382915906,-0.9112653802
5.2392340684,-0.9125016239
5.2401765462,-0.9137386354
5.2411190240,-0.9149764143
5.2420615018,-0.9162149602
5.2430039796,-0.9174542726
5.2439464574,-0.9186943511
5.2448889352,-0.9199351954
5.2458314130,-0.9211768049
5.2467738908,-0.9224191793
5.2477163686,-0.9236623181
5.2486588464,-0.9249062208
5.2496013241,-0.9261508872
5.2505438019,-0.9273963167
5.2514862797,-0.9286425089
5.2524287575,-0.9298894634
5.2533712353,-0.9311371798
5.2543137131,-0.9323856575
5.2552561909,-0.9336348963
5.2561986687,-0.9348848956
5.2571411465,-0.9361356551
5.2580836243,-0.9373871742
5.2590261021,-0.9386394527
5.2599685799,-0.9398924899
5.2609110577,-0.9411462855
5.2618535355,-0.9424008391
5.2627960133,-0.9436561502
5.2637384911,-0.9449122183
5.2646809689,-0.9461690431
5.2656234467,-0.9474266241
5.2665659245,-0.9486849609
5.2675084023,-0.9499440530
5.2684508801,-0.9512039000
5.2693933579,-0.9524645014
5.2703358357,-0.9537258568
5.2712783135,-0.9549879657
5.2722207913,-0.9562508278
5.2731632691,-0.9575144426
5.2741057468,-0.9587788095
5.2750482246,-0.9600439282
5.2759907024,-0.9613097983
5.2769331802,-0.9625764192
5.2778756580,-0.9638437906
5.2788181358,-0.9651119120
5.2797606136,-0.9663807829
5.2807030914,-0.9676504029
5.2816455692,-0.9689207715
5.2825880470,-0.9701918883
5.2835305248,-0.9714637529
5.2844730026,-0.9727363647
5.2854154804,-0.9740097234
5.2863579582,-0.9752838284
5.2873004360,-0.9765586794
5.2882429138,-0.9778342758
5.2891853916,-0.9791106172
5.2901278694,-0.9803877032
5.2910703472,-0.9816655333
5.2920128250,-0.9829441071
5.2929553028,-0.9842234240
5.2938977806,-0.9855034836
5.2948402584,-0.9867842855
5.2957827362,-0.9880658292
5.2967252140,-0.9893481143
5.2976676917,-0.9906311402
5.2986101695,-0.9919149066
5.2995526473,-0.9931994129
5.3004951251,-0.9944846587
5.3014376029,-0.9957706436
5.3023800807,-0.9970573670
5.3033225585,-0.9983448285
5.3042650363,-0.9996330276
5.3052075141,-1.0009219639
5.3061499919,-1.0022116369
5.3070924697,-1.0035020462
5.3080349475,-1.0047931911
5.3089774253,-1.0060850714
5.3099199031,-1.0073776865
5.3108623809,-1.0086710360
5.3118048587,-1.0099651194
5.3127473365,-1.0112599361
5.3136898143,-1.0125554858
5.3146322921,-1.0138517680
5.3155747699,-1.0151487821
5.3165172477,-1.0164465278
5.3174597255,-1.0177450045
5.3184022033,-1.0190442117
5.3193446811,-1.0203441491
5.3202871589,-1.0216448160
5.3212296367,-1.0229462121
5.3221721144,-1.0242483369
5.3231145922,-1.0255511898
5.3240570700,-1.0268547704
5.3249995478,-1.0281590782
5.3259420256,-1.0294641128
5.3268845034,-1.0307698736
5.3278269812,-1.0320763602
5.3287694590,-1.0333835720
5.3297119368,-1.0346915087
5.3306544146,-1.0360001697
5.3315968924,-1.0373095545
5.3325393702,-1.0386196627
5.3334818480,-1.0399304937
5.3344243258,-1.0412420471
5.3353668036,-1.0425543224
5.3363092814,-1.0438673191
5.3372517592,-1.0451810367
5.3381942370,-1.0464954748
5.3391367148,-1.0478106327
5.3400791926,-1.0491265101
5.3410216704,-1.0504431064
5.3419641482,-1.0517604212
5.3429066260,-1.0530784540
5.3438491038,-1.0543972043
5.3447915816,-1.0557166715
5.3457340593,-1.0570368552
5.3466765371,-1.0583577548
5.3476190149,-1.0596793700
5.3485614927,-1.0610017002
5.3495039705,-1.0623247449
5.3504464483,-1.0636485035
5.3513889261,-1.0649729757
5.3523314039,-1.0662981609
5.3532738817,-1.0676240586
5.3542163595,-1.0689506682
5.3551588373,-1.0702779894
5.3561013151,-1.0716060216
5.3570437929,-1.0729347643
5.3579862707,-1.0742642170
5.3589287485,-1.0755943792
5.3598712263,-1.0769252503
5.3608137041,-1.0782568300
5.3617561819,-1.0795891176
5.3626986597,-1.0809221127
5.3636411375,-1.0822558148
5.3645836153,-1.0835902233
5.3655260931,-1.0849253378
5.3664685709,-1.0862611577
5.3674110487,-1.0875976825
5.3683535265,-1.0889349118
5.3692960043,-1.0902728450
5.3702384820,-1.0916114816
5.3711809598,-1.0929508211
5.3721234376,-1.0942908629
5.3730659154,-1.0956316067
5.3740083932,-1.0969730518
5.3749508710,-1.0983151977
5.3758933488,-1.0996580439
5.3768358266,-1.1010015900
5.3777783044,-1.1023458353
5.3787207822,-1.1036907795
5.3796632600,-1.1050364218
5.3806057378,-1.1063827620
5.3815482156,-1.1077297993
5.3824906934,-1.1090775334
5.3834331712,-1.1104259636
5.3843756490,-1.1117750895
5.3853181268,-1.1131249106
5.3862606046,-1.1144754262
5.3872030824,-1.1158266360
5.3881455602,-1.1171785394
5.3890880380,-1.1185311358
5.3900305158,-1.1198844247
5.3909729936,-1.1212384056
5.3919154714,-1.1225930781
5.3928579492,-1.1239484414
5.3938004269,-1.1253044952
5.3947429047,-1.1266612389
5.3956853825,-1.1280186720
5.3966278603,-1.1293767939
5.3975703381,-1.1307356042
5.3985128159,-1.1320951022
5.3994552937,-1.1334552875
5.4003977715,-1.1348161595
5.4013402493,-1.1361777177
5.4022827271,-1.1375399616
5.4032252049,-1.1389028906
5.4041676827,-1.1402665041
5.4051101605,-1.1416308018
5.4060526383,-1.1429957830
5.4069951161,-1.1443614472
5.4079375939,-1.1457277938
5.4088800717,-1.1470948224
5.4098225495,-1.1484625323
5.4107650273,-1.1498309231
5.4117075051,-1.1511999942
5.4126499829,-1.1525697451
5.4135924607,-1.1539401752
5.4145349385,-1.1553112840
5.4154774163,-1.1566830710
5.4164198941,-1.1580555355
5.4173623719,-1.1594286772
5.4183048496,-1.1608024953
5.4192473274,-1.1621769895
5.4201898052,-1.1635521591
5.4211322830,-1.1649280036
5.4220747608,-1.1663045224
5.4230172386,-1.1676817151
5.4239597164,-1.1690595810
5.4249021942,-1.1704381196
5.4258446720,-1.1718173304
5.4267871498,-1.1731972128
5.4277296276,-1.1745777663
5.4286721054,-1.1759589903
5.4296145832,-1.1773408843
5.4305570610,-1.1787234477
5.4314995388,-1.1801066800
5.4324420166,-1.1814905806
5.4333844944,-1.1828751490
5.4343269722,-1.1842603846
5.4352694500,-1.1856462869
5.4362119278,-1.1870328553
5.4371544056,-1.1884200892
5.4380968834,-1.1898079881
5.4390393612,-1.1911965515
5.4399818390,-1.1925857788
5.4409243168,-1.1939756694
5.4418667945,-1.1953662228
5.4428092723,-1.1967574385
5.4437517501,-1.1981493157
5.4446942279,-1.1995418541
5.4456367057,-1.2009350530
5.4465791835,-1.2023289120
5.4475216613,-1.2037234303
5.4484641391,-1.2051186075
5.4494066169,-1.2065144430
5.4503490947,-1.2079109362
5.4512915725,-1.2093080867
5.4522340503,-1.2107058937
5.4531765281,-1.2121043568
5.4541190059,-1.2135034753
5.4550614837,-1.2149032488
5.4560039615,-1.2163036766
5.4569464393,-1.2177047582
5.4578889171,-1.2191064931
5.4588313949,-1.2205088806
5.4597738727,-1.2219119201
5.4607163505,-1.2233156112
5.4616588283,-1.2247199532
5.4626013061,-1.2261249456
5.4635437839,-1.2275305879
5.4644862617,-1.2289368793
5.4654287395,-1.2303438194
5.4663712172,-1.2317514076
5.4673136950,-1.2331596433
5.4682561728,-1.2345685260
5.4691986506,-1.2359780550
5.4701411284,-1.2373882298
5.4710836062,-1.2387990498
5.4720260840,-1.2402105145
5.4729685618,-1.2416226233
5.4739110396,-1.2430353755
5.4748535174,-1.2444487707
5.4757959952,-1.2458628082
5.4767384730,-1.2472774874
5.4776809508,-1.2486928078
5.4786234286,-1.2501087689
5.4795659064,-1.2515253699
5.4805083842,-1.2529426104
5.4814508620,-1.2543604897
5.4823933398,-1.2557790073
5.4833358176,-1.2571981626
5.4842782954,-1.2586179551
5.4852207732,-1.2600383840
5.4861632510,-1.2614594489
5.4871057288,-1.2628811491
5.4880482066,-1.2643034841
5.4889906844,-1.2657264533
5.4899331621,-1.2671500561
5.4908756399,-1.2685742919
5.4918181177,-1.2699991601
5.4927605955,-1.2714246602
5.4937030733,-1.2728507915
5.4946455511,-1.2742775534
5.4955880289,-1.2757049455
5.4965305067,-1.2771329670
5.4974729845,-1.2785616174
5.4984154623,-1.2799908961
5.4993579401,-1.2814208025
5.5003004179,-1.2828513360
5.5012428957,-1.2842824960
5.5021853735,-1.2857142820
5.5031278513,-1.2871466932
5.5040703291,-1.2885797292
5.5050128069,-1.2900133894
5.5059552847,-1.2914476731
5.5068977625,-1.2928825797
5.5078402403,-1.2943181087
5.5087827181,-1.2957542594
5.5097251959,-1.2971910313
5.5106676737,-1.2986284238
5.5116101515,-1.3000664362
5.5125526293,-1.3015050679
5.5134951071,-1.3029443185
5.5144375848,-1.3043841871
5.5153800626,-1.3058246733
5.5163225404,-1.3072657765
5.5172650182,-1.3087074960
5.5182074960,-1.3101498313
5.5191499738,-1.3115927817
5.5200924516,-1.3130363467
5.5210349294,-1.3144805255
5.5219774072,-1.3159253178
5.5229198850,-1.3173707227
5.5238623628,-1.3188167397
5.5248048406,-1.3202633683
5.5257473184,-1.3217106077
5.5266897962,-1.3231584575
5.5276322740,-1.3246069169
5.5285747518,-1.3260559854
5.5295172296,-1.3275056624
5.5304597074,-1.3289559472
5.5314021852,-1.3304068393
5.5323446630,-1.3318583380
5.5332871408,-1.3333104427
5.5342296186,-1.3347631528
5.5351720964,-1.3362164678
5.5361145742,-1.3376703869
5.5370570520,-1.3391249096
5.5379995297,-1.3405800352
5.5389420075,-1.3420357632
5.5398844853,-1.3434920929
5.5408269631,-1.3449490237
5.5417694409,-1.3464065550
5.5427119187,-1.3478646862
5.5436543965,-1.3493234166
5.5445968743,-1.3507827457
5.5455393521,-1.3522426728
5.5464818299,-1.3537031973
5.5474243077,-1.3551643185
5.5483667855,-1.3566260360
5.5493092633,-1.3580883489
5.5502517411,-1.3595512568
5.5511942189,-1.3610147590
5.5521366967,-1.3624788548
5.5530791745,-1.3639435438
5.5540216523,-1.3654088251
5.5549641301,-1.3668746982
5.5559066079,-1.3683411625
5.5568490857,-1.3698082174
5.5577915635,-1.3712758622
5.5587340413,-1.3727440963
5.5596765191,-1.3742129191
5.5606189969,-1.3756823299
5.5615614747,-1.3771523281
5.5625039524,-1.3786229131
5.5634464302,-1.3800940843
5.5643889080,-1.3815658411
5.5653313858,-1.3830381827
5.5662738636,-1.3845111086
5.5672163414,-1.3859846181
5.5681588192,-1.3874587107
5.5691012970,-1.3889333856
5.5700437748,-1.3904086423
5.5709862526,-1.3918844801
5.5719287304,-1.3933608984
5.5728712082,-1.3948378965
5.5738136860,-1.3963154738
5.5747561638,-1.3977936298
5.5756986416,-1.3992723636
5.5766411194,-1.4007516748
5.5775835972,-1.4022315626
5.5785260750,-1.4037120265
5.5794685528,-1.4051930657
5.5804110306,-1.4066746797
5.5813535084,-1.4081568679
5.5822959862,-1.4096396295
5.5832384640,-1.4111229639
5.5841809418,-1.4126068706
5.5851234196,-1.4140913488
5.5860658973,-1.4155763979
5.5870083751,-1.4170620173
5.5879508529,-1.4185482064
5.5888933307,-1.4200349644
5.5898358085,-1.4215222908
5.5907782863,-1.4230101849
5.5917207641,-1.4244986460
5.5926632419,-1.4259876736
5.5936057197,-1.4274772669
5.5945481975,-1.4289674253
5.5954906753,-1.4304581483
5.5964331531,-1.4319494350
5.5973756309,-1.4334412850
5.5983181087,-1.4349336975
5.5992605865,-1.4364266719
5.6002030643,-1.4379202075
5.6011455421,-1.4394143037
5.6020880199,-1.4409089599
5.6030304977,-1.4424041753
5.6039729755,-1.4438999494
5.6049154533,-1.4453962815
5.6058579311,-1.4468931709
5.6068004089,-1.4483906170
5.6077428867,-1.4498886191
5.6086853645,-1.4513871766
5.6096278422,-1.4528862889
5.6105703200,-1.4543859552
5.6115127978,-1.4558861749
5.6124552756,-1.4573869474
5.6133977534,-1.4588882720
5.6143402312,-1.4603901481
5.6152827090,-1.4618925750
5.6162251868,-1.4633955520
5.6171676646,-1.4648990784
5.6181101424,-1.4664031537
5.6190526202,-1.4679077772
5.6199950980,-1.4694129482
5.6209375758,-1.4709186660
5.6218800536,-1.4724249300
5.6228225314,-1.4739317395
5.6237650092,-1.4754390939
5.6247074870,-1.4769469925
5.6256499648,-1.4784554346
5.6265924426,-1.4799644196
5.6275349204,-1.4814739468
5.6284773982,-1.4829840156
5.6294198760,-1.4844946253
5.6303623538,-1.4860057752
5.6313048316,-1.4875174646
5.6322473094,-1.4890296930
5.6331897872,-1.4905424595
5.6341322649,-1.4920557637
5.6350747427,-1.4935696047
5.6360172205,-1.4950839820
5.6369596983,-1.4965988948
5.6379021761,-1.4981143425
5.6388446539,-1.4996303244
5.6397871317,-1.5011468399
5.6407296095,-1.5026638883
5.6416720873,-1.5041814689
5.6426145651,-1.5056995811
5.6435570429,-1.5072182241
5.6444995207,-1.5087373973
5.6454419985,-1.5102571000
5.6463844763,-1.5117773316
5.6473269541,-1.5132980914
5.6482694319,-1.5148193787
5.6492119097,-1.5163411929
5.6501543875,-1.5178635332
5.6510968653,-1.5193863990
5.6520393431,-1.5209097896
5.6529818209,-1.5224337043
5.6539242987,-1.5239581425
5.6548667765,0.0000000000
5.6558092543,-0.0000005221
5.6567517321,-0.0000015656
5.6576942098,-0.0000031299
5.6586366876,-0.0000052143
5.6595791654,-0.0000078181
5.6605216432,-0.0000109406
5.6614641210,-0.0000145811
5.6624065988,-0.0000187389
5.6633490766,-0.0000234135
5.6642915544,-0.0000286040
5.6652340322,-0.0000343099
5.6661765100,-0.0000405304
5.6671189878,-0.0000472648
5.6680614656,-0.0000545125
5.6690039434,-0.0000622728
5.6699464212,-0.0000705450
5.6708888990,-0.0000793284
5.6718313768,-0.0000886223
5.6727738546,-0.0000984261
5.6737163324,-0.0001087390
5.6746588102,-0.0001195604
5.6756012880,-0.0001308895
5.6765437658,-0.0001427258
5.6774862436,-0.0001550685
5.6784287214,-0.0001679169
5.6793711992,-0.0001812703
5.6803136770,-0.0001951281
5.6812561548,-0.0002094896
5.6821986325,-0.0002243540
5.6831411103,-0.0002397206
5.6840835881,-0.0002555889
5.6850260659,-0.0002719581
5.6859685437,-0.0002888274
5.6869110215,-0.0003061963
5.6878534993,-0.0003240640
5.6887959771,-0.0003424298
5.6897384549,-0.0003612930
5.6906809327,-0.0003806530
5.6916234105,-0.0004005090
5.6925658883,-0.0004208604
5.6935083661,-0.0004417064
5.6944508439,-0.0004630464
5.6953933217,-0.0004848796
5.6963357995,-0.0005072054
5.6972782773,-0.0005300231
5.6982207551,-0.0005533319
5.6991632329,-0.0005771312
5.7001057107,-0.0006014203
5.7010481885,-0.0006261985
5.7019906663,-0.0006514650
5.7029331441,-0.0006772192
5.7038756219,-0.0007034604
5.7048180997,-0.0007301879
5.7057605774,-0.0007574009
5.7067030552,-0.0007850989
5.7076455330,-0.0008132810
